State,Metro,County,County_Area
GEORGIA,Nonmetropolitan,Dodge,1284516931
GEORGIA,Nonmetropolitan,Dooly,1016908429
GEORGIA,Nonmetropolitan,Early,1327626600
GEORGIA,Nonmetropolitan,Elbert,909338654
GEORGIA,Nonmetropolitan,Emanuel,1762672231
GEORGIA,Nonmetropolitan,Evans,473694909
GEORGIA,Nonmetropolitan,Fannin,1002402372
GEORGIA,Nonmetropolitan,Franklin,677438935
GEORGIA,Nonmetropolitan,Gilmer,1103886887
GEORGIA,Nonmetropolitan,Gordon,921598697
GEORGIA,Nonmetropolitan,Grady,1177152222
GEORGIA,Nonmetropolitan,Greene,1004011853
GEORGIA,Nonmetropolitan,Habersham,716980219
GEORGIA,Nonmetropolitan,Hancock,1220058034
GEORGIA,Nonmetropolitan,Hart,601968095
GEORGIA,Nonmetropolitan,Irwin,917795231
GEORGIA,Nonmetropolitan,Jackson,879731646
GEORGIA,Nonmetropolitan,Jeff Davis,857073381
GEORGIA,Nonmetropolitan,Jefferson,1363760603
GEORGIA,Nonmetropolitan,Laurens,2090889583
GEORGIA,Nonmetropolitan,Lumpkin,732816473
GEORGIA,Nonmetropolitan,Miller,731471786
GEORGIA,Nonmetropolitan,Mitchell,1326483091
GEORGIA,Nonmetropolitan,Morgan,899772835
GEORGIA,Nonmetropolitan,Peach,389188326
GEORGIA,Nonmetropolitan,Pierce5,881758989
GEORGIA,Nonmetropolitan,Polk,803751986
GEORGIA,Nonmetropolitan,Polk County Police Department,803751986
GEORGIA,Nonmetropolitan,Pulaski,645583955
GEORGIA,Nonmetropolitan,Putnam,892721781
GEORGIA,Nonmetropolitan,Rabun,958658901
GEORGIA,Nonmetropolitan,Randolph,1109126228
GEORGIA,Nonmetropolitan,Schley,432287212
GEORGIA,Nonmetropolitan,Screven,1672540369
GEORGIA,Nonmetropolitan,Seminole,615215134
GEORGIA,Nonmetropolitan,Stephens,463996898
GEORGIA,Nonmetropolitan,Stewart,1188153055
GEORGIA,Nonmetropolitan,Taliaferro,504031037
GEORGIA,Nonmetropolitan,Taylor,975612271
GEORGIA,Nonmetropolitan,Telfair,1132621097
GEORGIA,Nonmetropolitan,Thomas,1410531714
GEORGIA,Nonmetropolitan,Tift,675731947
GEORGIA,Nonmetropolitan,Toombs,942776960
GEORGIA,Nonmetropolitan,Towns,431139160
GEORGIA,Nonmetropolitan,Treutlen,516529388
GEORGIA,Nonmetropolitan,Turner,739222164
GEORGIA,Nonmetropolitan,Union,834197336
GEORGIA,Nonmetropolitan,Upson,837774875
GEORGIA,Nonmetropolitan,Ware,2328846491
GEORGIA,Nonmetropolitan,Warren,736483607
GEORGIA,Nonmetropolitan,Washington,1757341882
GEORGIA,Nonmetropolitan,Wayne,1662610320
GEORGIA,Nonmetropolitan,Webster,542230980
GEORGIA,Nonmetropolitan,White,623522395
GEORGIA,Nonmetropolitan,Wilcox,978525380
GEORGIA,Nonmetropolitan,Wilkes,1216001409
GEORGIA,Nonmetropolitan,Wilkinson,1163459874
IDAHO,Metropolitan,Ada,2724688230
IDAHO,Metropolitan,Bannock,2881323493
IDAHO,Metropolitan,Boise,4919826454
IDAHO,Metropolitan,Bonneville,4832871623
IDAHO,Metropolitan,Canyon,1520436972
IDAHO,Metropolitan,Franklin,1717211129
IDAHO,Metropolitan,Gem,1449796570
IDAHO,Metropolitan,Jefferson,2832617275
IDAHO,Metropolitan,Kootenai,3205833878
IDAHO,Metropolitan,Nez Perce,2197139820
IDAHO,Metropolitan,Owyhee,19860561630
IDAHO,Metropolitan,Power,3635892392
IDAHO,Nonmetropolitan,Bear Lake,2527123157
IDAHO,Nonmetropolitan,Benewah,2012242920
IDAHO,Nonmetropolitan,Bingham,5422887259
IDAHO,Nonmetropolitan,Blaine,6831709953
IDAHO,Nonmetropolitan,Bonner,4488997480
IDAHO,Nonmetropolitan,Boundary,3285871995
IDAHO,Nonmetropolitan,Butte,5792473995
IDAHO,Nonmetropolitan,Camas,2782253888
IDAHO,Nonmetropolitan,Caribou,4569240751
IDAHO,Nonmetropolitan,Cassia,6644895771
IDAHO,Nonmetropolitan,Clark,4566524478
IDAHO,Nonmetropolitan,Clearwater,6364412194
IDAHO,Nonmetropolitan,Custer,12748378759
IDAHO,Nonmetropolitan,Elmore,7964417369
IDAHO,Nonmetropolitan,Fremont,4827633119
IDAHO,Nonmetropolitan,Gooding,1888932879
IDAHO,Nonmetropolitan,Idaho,21956594313
IDAHO,Nonmetropolitan,Jerome,1547443958
IDAHO,Nonmetropolitan,Latah,2786483031
IDAHO,Nonmetropolitan,Lemhi,11819910408
IDAHO,Nonmetropolitan,Lewis,1240141958
IDAHO,Nonmetropolitan,Lincoln,3111517520
IDAHO,Nonmetropolitan,Madison,1215396305
IDAHO,Nonmetropolitan,Minidoka,1960610464
IDAHO,Nonmetropolitan,Oneida,3105269252
IDAHO,Nonmetropolitan,Payette,1053846147
IDAHO,Nonmetropolitan,Shoshone,6830898577
IDAHO,Nonmetropolitan,Teton,1163139950
IDAHO,Nonmetropolitan,Twin Falls,4977213734
IDAHO,Nonmetropolitan,Valley,9492607314
IDAHO,Nonmetropolitan,Washington,3762870362
ILLINOIS,Metropolitan,Alexander,609996948
ILLINOIS,Metropolitan,Bond,985073312
ILLINOIS,Metropolitan,Champaign,2579909092
ILLINOIS,Metropolitan,Clinton,1227664369
ILLINOIS,Metropolitan,Cook,2447370818
ILLINOIS,Metropolitan,De Kalb,1635174009
ILLINOIS,Metropolitan,Ford,1257690125
ILLINOIS,Metropolitan,Grundy,1082842942
ILLINOIS,Metropolitan,Henry,2131558653
ILLINOIS,Metropolitan,Jersey,956445338
ILLINOIS,Metropolitan,Kane,1345134059
ILLINOIS,Metropolitan,Kankakee,1752121058
ILLINOIS,Metropolitan,Kendall,829468028
ILLINOIS,Metropolitan,Lake,1149803084
ILLINOIS,Metropolitan,Macon,1503684098
ILLINOIS,Metropolitan,Macoupin,2234952036
ILLINOIS,Metropolitan,Madison,1854559319
ILLINOIS,Metropolitan,Marshall,1001866831
ILLINOIS,Metropolitan,McHenry,1562818741
ILLINOIS,Metropolitan,McLean,3064559693
ILLINOIS,Metropolitan,Menard,814394259
ILLINOIS,Metropolitan,Monroe,997908512
ILLINOIS,Metropolitan,Peoria,1602352656
ILLINOIS,Metropolitan,Piatt,1137399517
ILLINOIS,Metropolitan,Rock Island,1106960127
ILLINOIS,Metropolitan,Sangamon,2248877362
ILLINOIS,Metropolitan,Stark,745984521
ILLINOIS,Metropolitan,Tazewell,1674222062
ILLINOIS,Metropolitan,Vermilion,2326560311
ILLINOIS,Metropolitan,Will,2164927644
ILLINOIS,Metropolitan,Winnebago,1329234270
ILLINOIS,Metropolitan,Woodford,1366946108
ILLINOIS,Nonmetropolitan,Adams,2214804824
ILLINOIS,Nonmetropolitan,Bureau,2250916543
ILLINOIS,Nonmetropolitan,Carroll,1152657063
ILLINOIS,Nonmetropolitan,Cass,973191108
ILLINOIS,Nonmetropolitan,Clay,1212815749
ILLINOIS,Nonmetropolitan,Coles,1316459189
ILLINOIS,Nonmetropolitan,Crawford,1148953805
ILLINOIS,Nonmetropolitan,Cumberland,895929073
ILLINOIS,Nonmetropolitan,De Witt,1029654716
ILLINOIS,Nonmetropolitan,Douglas,1079156581
ILLINOIS,Nonmetropolitan,Edgar,1614558743
ILLINOIS,Nonmetropolitan,Effingham,1239970330
ILLINOIS,Nonmetropolitan,Fayette,1855715976
ILLINOIS,Nonmetropolitan,Franklin,1059098605
ILLINOIS,Nonmetropolitan,Fulton,2242157116
ILLINOIS,Nonmetropolitan,Greene,1406415355
ILLINOIS,Nonmetropolitan,Hamilton,1125696542
ILLINOIS,Nonmetropolitan,Iroquois,2894067723
ILLINOIS,Nonmetropolitan,Jackson,1512739198
ILLINOIS,Nonmetropolitan,Jefferson,1479418967
ILLINOIS,Nonmetropolitan,Jo Daviess,1556339128
ILLINOIS,Nonmetropolitan,Johnson,890762652
ILLINOIS,Nonmetropolitan,Knox,1855569287
ILLINOIS,Nonmetropolitan,La Salle,
ILLINOIS,Nonmetropolitan,Lee,1877336056
ILLINOIS,Nonmetropolitan,Livingston,2702980759
ILLINOIS,Nonmetropolitan,Logan,1600795502
ILLINOIS,Nonmetropolitan,Marion,1482641176
ILLINOIS,Nonmetropolitan,Mason,1396795583
ILLINOIS,Nonmetropolitan,Massac,614391204
ILLINOIS,Nonmetropolitan,McDonough,1526558588
ILLINOIS,Nonmetropolitan,Montgomery,1822450014
ILLINOIS,Nonmetropolitan,Morgan,1473180230
ILLINOIS,Nonmetropolitan,Moultrie,870123798
ILLINOIS,Nonmetropolitan,Ogle,1964742119
ILLINOIS,Nonmetropolitan,Perry,1144157907
ILLINOIS,Nonmetropolitan,Pike,2153325386
ILLINOIS,Nonmetropolitan,Pulaski,515887463
ILLINOIS,Nonmetropolitan,Putnam,414659150
ILLINOIS,Nonmetropolitan,Schuyler,1132511778
ILLINOIS,Nonmetropolitan,Scott,649861225
ILLINOIS,Nonmetropolitan,Shelby,1964543080
ILLINOIS,Nonmetropolitan,Stephenson,1462219648
ILLINOIS,Nonmetropolitan,Union,1070856127
ILLINOIS,Nonmetropolitan,Wabash,578264185
ILLINOIS,Nonmetropolitan,Warren,1404747944
ILLINOIS,Nonmetropolitan,Washington,1457059688
ILLINOIS,Nonmetropolitan,Wayne,1848948304
ILLINOIS,Nonmetropolitan,White,1281491812
ILLINOIS,Nonmetropolitan,Whiteside,1772158753
ILLINOIS,Nonmetropolitan,Williamson,1088263100
INDIANA,Metropolitan,Allen,1702451607
INDIANA,Metropolitan,Bartholomew,1053901037
INDIANA,Metropolitan,Boone,1095336916
INDIANA,Metropolitan,Brown,808043858
INDIANA,Metropolitan,Carroll,964054632
INDIANA,Metropolitan,Clark,965665969
INDIANA,Metropolitan,Dearborn,790147727
INDIANA,Metropolitan,Delaware,1015542128
INDIANA,Metropolitan,Elkhart,1199603932
INDIANA,Metropolitan,Floyd,383227223
INDIANA,Metropolitan,Franklin,995670830
INDIANA,Metropolitan,Gibson,1262419998
INDIANA,Metropolitan,Greene,1404983918
INDIANA,Metropolitan,Hancock,792420113
INDIANA,Metropolitan,Harrison6,1254889433
INDIANA,Metropolitan,Howard,758866958
INDIANA,Metropolitan,Johnson,829945889
INDIANA,Metropolitan,Lake,1291941587
INDIANA,Metropolitan,La Porte,
INDIANA,Metropolitan,Monroe,1021806951
INDIANA,Metropolitan,Newton,1040539827
INDIANA,Metropolitan,Porter,1082793402
INDIANA,Metropolitan,Putnam,1244585892
INDIANA,Metropolitan,Shelby,1064827021
INDIANA,Metropolitan,St. Joseph,1185918569
INDIANA,Metropolitan,Sullivan,1158170862
INDIANA,Metropolitan,Tippecanoe,1292163442
INDIANA,Metropolitan,Tipton,674797599
INDIANA,Metropolitan,Vermillion,665275343
INDIANA,Metropolitan,Vigo,1045190745
INDIANA,Metropolitan,Warrick,996664710
INDIANA,Metropolitan,Wells,953341278
INDIANA,Nonmetropolitan,Blackford,427559450
INDIANA,Nonmetropolitan,Cass,1067476806
INDIANA,Nonmetropolitan,Clark,965665969
INDIANA,Nonmetropolitan,Clinton,1049119215
INDIANA,Nonmetropolitan,Crawford,791534791
INDIANA,Nonmetropolitan,Daviess,1112374406
INDIANA,Nonmetropolitan,Fulton,954146352
INDIANA,Nonmetropolitan,Grant,1072463262
INDIANA,Nonmetropolitan,Henry,1014955632
INDIANA,Nonmetropolitan,Huntington,991057047
INDIANA,Nonmetropolitan,Jackson,1320827176
INDIANA,Nonmetropolitan,Jay,994310098
INDIANA,Nonmetropolitan,Jennings,975364388
INDIANA,Nonmetropolitan,Knox,1336511196
INDIANA,Nonmetropolitan,Kosciusko,1376412104
INDIANA,Nonmetropolitan,LaGrange,983236292
INDIANA,Nonmetropolitan,Lawrence,1163367154
INDIANA,Nonmetropolitan,Marshall,1148969982
INDIANA,Nonmetropolitan,Martin,869615710
INDIANA,Nonmetropolitan,Montgomery,1307030239
INDIANA,Nonmetropolitan,Noble,1064071373
INDIANA,Nonmetropolitan,Parke,1151800955
INDIANA,Nonmetropolitan,Pike,865825919
INDIANA,Nonmetropolitan,Pulaski,1123188311
INDIANA,Nonmetropolitan,Randolph,1171656709
INDIANA,Nonmetropolitan,Ripley,1156236795
INDIANA,Nonmetropolitan,Rush,1057035406
INDIANA,Nonmetropolitan,Scott,493126045
INDIANA,Nonmetropolitan,Starke,800679814
INDIANA,Nonmetropolitan,Steuben,799729302
INDIANA,Nonmetropolitan,Wayne,1040513140
INDIANA,Nonmetropolitan,White,1308272993
IOWA,Metropolitan,Black Hawk,1465596400
IOWA,Metropolitan,Bremer,1127885577
IOWA,Metropolitan,Dallas,1523741156
IOWA,Metropolitan,Dubuque,1575487979
IOWA,Metropolitan,Guthrie,1529698829
IOWA,Metropolitan,Harrison,1804814772
IOWA,Metropolitan,Johnson,1587640020
IOWA,Metropolitan,Jones,1490857912
IOWA,Metropolitan,Linn,1857252376
IOWA,Metropolitan,Madison,1452999207
IOWA,Metropolitan,Mills,1132950332
IOWA,Metropolitan,Polk,1482025649
IOWA,Metropolitan,Pottawattamie,2461833316
IOWA,Metropolitan,Scott,1186437868
IOWA,Metropolitan,Story,1483295645
IOWA,Metropolitan,Warren,1475873112
IOWA,Metropolitan,Washington,1473215987
IOWA,Metropolitan,Woodbury,2260790985
IOWA,Nonmetropolitan,Adair,1474404193
IOWA,Nonmetropolitan,Appanoose,1287978861
IOWA,Nonmetropolitan,Boone,1480329003
IOWA,Nonmetropolitan,Buena Vista,1488981857
IOWA,Nonmetropolitan,Butler,1502553961
IOWA,Nonmetropolitan,Calhoun,1475894613
IOWA,Nonmetropolitan,Cass,1461422455
IOWA,Nonmetropolitan,Cedar,1500798762
IOWA,Nonmetropolitan,Cerro Gordo,1471890326
IOWA,Nonmetropolitan,Clarke,1116716166
IOWA,Nonmetropolitan,Clay,1469139461
IOWA,Nonmetropolitan,Clinton,1799818638
IOWA,Nonmetropolitan,Crawford,1849742896
IOWA,Nonmetropolitan,Davis,1300661911
IOWA,Nonmetropolitan,Delaware,1496189231
IOWA,Nonmetropolitan,Des Moines,1077770365
IOWA,Nonmetropolitan,Dickinson,985542266
IOWA,Nonmetropolitan,Emmet,1025328489
IOWA,Nonmetropolitan,Fayette,1892840952
IOWA,Nonmetropolitan,Floyd,1296631084
IOWA,Nonmetropolitan,Hancock,1478895049
IOWA,Nonmetropolitan,Hardin,1474505075
IOWA,Nonmetropolitan,Henry,1124799690
IOWA,Nonmetropolitan,Howard,1225702839
IOWA,Nonmetropolitan,Humboldt,1125014760
IOWA,Nonmetropolitan,Ida,1117599829
IOWA,Nonmetropolitan,Iowa,1518911693
IOWA,Nonmetropolitan,Jefferson,1127999804
IOWA,Nonmetropolitan,Kossuth,2519361794
IOWA,Nonmetropolitan,Lee,1340448548
IOWA,Nonmetropolitan,Louisa,1040584000
IOWA,Nonmetropolitan,Lucas,1115257644
IOWA,Nonmetropolitan,Lyon,1522007137
IOWA,Nonmetropolitan,Marion,1436120673
IOWA,Nonmetropolitan,Marshall,1482776065
IOWA,Nonmetropolitan,Mitchell,1215049039
IOWA,Nonmetropolitan,Monona,1797637883
IOWA,Nonmetropolitan,Monroe,1123320775
IOWA,Nonmetropolitan,Muscatine,1132977163
IOWA,Nonmetropolitan,O'Brien,1484154162
IOWA,Nonmetropolitan,Osceola,1032593813
IOWA,Nonmetropolitan,Page,1385497538
IOWA,Nonmetropolitan,Palo Alto,1460391649
IOWA,Nonmetropolitan,Plymouth,2234715206
IOWA,Nonmetropolitan,Pocahontas,1495047140
IOWA,Nonmetropolitan,Sioux,1988884987
IOWA,Nonmetropolitan,Story,1483295645
IOWA,Nonmetropolitan,Tama,1867410528
IOWA,Nonmetropolitan,Van Buren,1255646305
IOWA,Nonmetropolitan,Wapello,1118453189
IOWA,Nonmetropolitan,Wayne,1361013817
IOWA,Nonmetropolitan,Webster,1853677021
IOWA,Nonmetropolitan,Winnebago,1037261948
IOWA,Nonmetropolitan,Winneshiek,1786666639
IOWA,Nonmetropolitan,Worth,1036314923
IOWA,Nonmetropolitan,Wright,1503269109
KANSAS,Metropolitan,Butler,3702816810
KANSAS,Metropolitan,Doniphan,1019105692
KANSAS,Metropolitan,Douglas,1180402407
KANSAS,Metropolitan,Franklin,1480855479
KANSAS,Metropolitan,Geary,996272270
KANSAS,Metropolitan,Harvey,1397961184
KANSAS,Metropolitan,Jackson,1699600348
KANSAS,Metropolitan,Jefferson,1379360299
KANSAS,Metropolitan,Johnson,1226647559
KANSAS,Metropolitan,Leavenworth,1200213590
KANSAS,Metropolitan,Linn,1538662699
KANSAS,Metropolitan,Miami,1491519075
KANSAS,Metropolitan,Osage,1827253354
KANSAS,Metropolitan,Pottawatomie,2177623918
KANSAS,Metropolitan,Riley County Police Department,1579168236
KANSAS,Metropolitan,Shawnee,1408986296
KANSAS,Metropolitan,Sumner,3060429574
KANSAS,Metropolitan,Wabaunsee,2057320865
KANSAS,Metropolitan,Wyandotte,392744972
KANSAS,Nonmetropolitan,Allen,1295763786
KANSAS,Nonmetropolitan,Anderson,1501277564
KANSAS,Nonmetropolitan,Atchison,1116736559
KANSAS,Nonmetropolitan,Barber,2937233343
KANSAS,Nonmetropolitan,Barton,2318705425
KANSAS,Nonmetropolitan,Bourbon,1645861890
KANSAS,Nonmetropolitan,Brown,1478550074
KANSAS,Nonmetropolitan,Chase,2002201863
KANSAS,Nonmetropolitan,Chautauqua,1654694134
KANSAS,Nonmetropolitan,Cherokee,1521791027
KANSAS,Nonmetropolitan,Cheyenne,2641501921
KANSAS,Nonmetropolitan,Clark,2524300311
KANSAS,Nonmetropolitan,Clay,1671314213
KANSAS,Nonmetropolitan,Cloud,1852726650
KANSAS,Nonmetropolitan,Coffey,1623623922
KANSAS,Nonmetropolitan,Cowley,2915648163
KANSAS,Nonmetropolitan,Crawford,1527498199
KANSAS,Nonmetropolitan,Dickinson,2193894228
KANSAS,Nonmetropolitan,Edwards,1610699246
KANSAS,Nonmetropolitan,Elk,1668636737
KANSAS,Nonmetropolitan,Ellis,2330762299
KANSAS,Nonmetropolitan,Ellsworth,1853331063
KANSAS,Nonmetropolitan,Finney,3372157849
KANSAS,Nonmetropolitan,Ford,2844508248
KANSAS,Nonmetropolitan,Graham,2327173853
KANSAS,Nonmetropolitan,Grant,1488745972
KANSAS,Nonmetropolitan,Gray,2250356170
KANSAS,Nonmetropolitan,Greenwood,2961143633
KANSAS,Nonmetropolitan,Harper,2075290355
KANSAS,Nonmetropolitan,Hodgeman,2227369150
KANSAS,Nonmetropolitan,Kingman,2236100137
KANSAS,Nonmetropolitan,Kiowa,1871627782
KANSAS,Nonmetropolitan,Labette,1671560462
KANSAS,Nonmetropolitan,Lane,1858080226
KANSAS,Nonmetropolitan,Lincoln,1863226708
KANSAS,Nonmetropolitan,Logan,2779039721
KANSAS,Nonmetropolitan,Lyon,2194985525
KANSAS,Nonmetropolitan,Marion,2445722726
KANSAS,Nonmetropolitan,Marshall,2331441887
KANSAS,Nonmetropolitan,McPherson,2326543131
KANSAS,Nonmetropolitan,Montgomery,1666900068
KANSAS,Nonmetropolitan,Morris,1800929257
KANSAS,Nonmetropolitan,Morton,1889994372
KANSAS,Nonmetropolitan,Nemaha,1858127941
KANSAS,Nonmetropolitan,Neosho,1480111173
KANSAS,Nonmetropolitan,Ness,2783562240
KANSAS,Nonmetropolitan,Pawnee,1953531648
KANSAS,Nonmetropolitan,Phillips,2294395639
KANSAS,Nonmetropolitan,Pratt,1903740948
KANSAS,Nonmetropolitan,Republic,1857998461
KANSAS,Nonmetropolitan,Rice,1880935845
KANSAS,Nonmetropolitan,Rush,1858997546
KANSAS,Nonmetropolitan,Russell,2295402861
KANSAS,Nonmetropolitan,Saline,1865418118
KANSAS,Nonmetropolitan,Seward,1656693358
KANSAS,Nonmetropolitan,Sherman,2735193251
KANSAS,Nonmetropolitan,Stafford,2051389756
KANSAS,Nonmetropolitan,Washington,2317418140
KANSAS,Nonmetropolitan,Wichita,1861078197
KANSAS,Nonmetropolitan,Wilson,1477382268
KANSAS,Nonmetropolitan,Woodson,1289344336
KENTUCKY,Metropolitan,Boone,637873416
KENTUCKY,Metropolitan,Bourbon,750439351
KENTUCKY,Metropolitan,Boyd,414054109
KENTUCKY,Metropolitan,Bracken,525033512
KENTUCKY,Metropolitan,Bullitt,769306782
KENTUCKY,Metropolitan,Campbell County Police Department,391966313
KENTUCKY,Metropolitan,Christian,1858340853
KENTUCKY,Metropolitan,Clark,653935807
KENTUCKY,Metropolitan,Daviess,1187227809
KENTUCKY,Metropolitan,Edmonson,784468300
KENTUCKY,Metropolitan,Gallatin,254700877
KENTUCKY,Metropolitan,Grant,668162503
KENTUCKY,Metropolitan,Greenup,892153269
KENTUCKY,Metropolitan,Hancock,486072096
KENTUCKY,Metropolitan,Hardin,1614569777
KENTUCKY,Metropolitan,Henderson,1130509783
KENTUCKY,Metropolitan,Henry,741500261
KENTUCKY,Metropolitan,Jessamine,445905428
KENTUCKY,Metropolitan,Kenton,415125907
KENTUCKY,Metropolitan,Kenton County Police Department,415125907
KENTUCKY,Metropolitan,Larue,677418613
KENTUCKY,Metropolitan,McLean,654038245
KENTUCKY,Metropolitan,Meade,791045869
KENTUCKY,Metropolitan,Nelson,1081354961
KENTUCKY,Metropolitan,Oldham,484947498
KENTUCKY,Metropolitan,Oldham County Police Department,484947498
KENTUCKY,Metropolitan,Pendleton,717836416
KENTUCKY,Metropolitan,Scott,729768176
KENTUCKY,Metropolitan,Shelby,983573702
KENTUCKY,Metropolitan,Spencer,483607178
KENTUCKY,Metropolitan,Trigg,1143636295
KENTUCKY,Metropolitan,Trimble,392766459
KENTUCKY,Metropolitan,Warren,1403057828
KENTUCKY,Metropolitan,Webster,860132097
KENTUCKY,Metropolitan,Woodford,492385588
KENTUCKY,Nonmetropolitan,Adair,1049691028
KENTUCKY,Nonmetropolitan,Allen,891838100
KENTUCKY,Nonmetropolitan,Anderson,523492152
KENTUCKY,Nonmetropolitan,Ballard,639387454
KENTUCKY,Nonmetropolitan,Barren,1262836934
KENTUCKY,Nonmetropolitan,Bell,929966391
KENTUCKY,Nonmetropolitan,Boyle,467103890
KENTUCKY,Nonmetropolitan,Breckinridge,1475790362
KENTUCKY,Nonmetropolitan,Butler,1103571974
KENTUCKY,Nonmetropolitan,Caldwell,893002030
KENTUCKY,Nonmetropolitan,Calloway,997223465
KENTUCKY,Nonmetropolitan,Carlisle,490647249
KENTUCKY,Nonmetropolitan,Carroll,332995862
KENTUCKY,Nonmetropolitan,Carter,1060587166
KENTUCKY,Nonmetropolitan,Casey,1150572365
KENTUCKY,Nonmetropolitan,Clay,1215472362
KENTUCKY,Nonmetropolitan,Crittenden,932300422
KENTUCKY,Nonmetropolitan,Cumberland,790453198
KENTUCKY,Nonmetropolitan,Estill,655509930
KENTUCKY,Nonmetropolitan,Fleming,902727151
KENTUCKY,Nonmetropolitan,Floyd,1018602077
KENTUCKY,Nonmetropolitan,Franklin,538305649
KENTUCKY,Nonmetropolitan,Fulton,533359369
KENTUCKY,Nonmetropolitan,Garrard,595952609
KENTUCKY,Nonmetropolitan,Graves,1429043027
KENTUCKY,Nonmetropolitan,Grayson,1294806961
KENTUCKY,Nonmetropolitan,Green,740863524
KENTUCKY,Nonmetropolitan,Harlan,1206496097
KENTUCKY,Nonmetropolitan,Harrison,793603110
KENTUCKY,Nonmetropolitan,Hart,1068530028
KENTUCKY,Nonmetropolitan,Hickman,627487974
KENTUCKY,Nonmetropolitan,Hopkins,1403944002
KENTUCKY,Nonmetropolitan,Jackson,894051377
KENTUCKY,Nonmetropolitan,Johnson,678485071
KENTUCKY,Nonmetropolitan,Knott,910427749
KENTUCKY,Nonmetropolitan,Knox,1000523138
KENTUCKY,Nonmetropolitan,Laurel,1124022105
KENTUCKY,Nonmetropolitan,Lawrence,1076387807
KENTUCKY,Nonmetropolitan,Letcher,875235570
KENTUCKY,Nonmetropolitan,Lewis,1250548669
KENTUCKY,Nonmetropolitan,Lincoln,862060072
KENTUCKY,Nonmetropolitan,Livingston,810999185
KENTUCKY,Nonmetropolitan,Logan,1430224001
KENTUCKY,Nonmetropolitan,Lyon,553848615
KENTUCKY,Nonmetropolitan,Madison,1132729653
KENTUCKY,Nonmetropolitan,Magoffin,798866699
KENTUCKY,Nonmetropolitan,Marion,888463701
KENTUCKY,Nonmetropolitan,Marshall,780276602
KENTUCKY,Nonmetropolitan,Martin,594708799
KENTUCKY,Nonmetropolitan,Mason,621924068
KENTUCKY,Nonmetropolitan,McCracken,644244453
KENTUCKY,Nonmetropolitan,McCreary,1105416729
KENTUCKY,Nonmetropolitan,Menifee,527283187
KENTUCKY,Nonmetropolitan,Mercer,645065866
KENTUCKY,Nonmetropolitan,Metcalfe,750182263
KENTUCKY,Nonmetropolitan,Montgomery,511132546
KENTUCKY,Nonmetropolitan,Muhlenberg,1210451478
KENTUCKY,Nonmetropolitan,Ohio,1521059913
KENTUCKY,Nonmetropolitan,Owen,909365299
KENTUCKY,Nonmetropolitan,Perry,879807827
KENTUCKY,Nonmetropolitan,Pike,2037621826
KENTUCKY,Nonmetropolitan,Powell,463558543
KENTUCKY,Nonmetropolitan,Pulaski,1705275220
KENTUCKY,Nonmetropolitan,Rockcastle,819853857
KENTUCKY,Nonmetropolitan,Rowan,724769946
KENTUCKY,Nonmetropolitan,Russell,657060491
KENTUCKY,Nonmetropolitan,Simpson,606589170
KENTUCKY,Nonmetropolitan,Taylor,689890901
KENTUCKY,Nonmetropolitan,Todd,969956835
KENTUCKY,Nonmetropolitan,Union,887992799
KENTUCKY,Nonmetropolitan,Washington,769158641
KENTUCKY,Nonmetropolitan,Wayne,1186690636
KENTUCKY,Nonmetropolitan,Whitley,1133976443
KENTUCKY,Nonmetropolitan,Wolfe,575419095
LOUISIANA,Metropolitan,Ascension,751235898
LOUISIANA,Metropolitan,Bossier,2176379782
LOUISIANA,Metropolitan,Caddo,2276157693
LOUISIANA,Metropolitan,Calcasieu,2756510262
LOUISIANA,Metropolitan,Cameron,3327796107
LOUISIANA,Metropolitan,East Baton Rouge,1179330896
LOUISIANA,Metropolitan,East Feliciana,1174307241
LOUISIANA,Metropolitan,Grant,1665429795
LOUISIANA,Metropolitan,Iberville,1602243610
LOUISIANA,Metropolitan,Jefferson,765751903
LOUISIANA,Metropolitan,Lafayette,696040360
LOUISIANA,Metropolitan,Lafourche,2767030478
LOUISIANA,Metropolitan,Livingston,1678751118
LOUISIANA,Metropolitan,Ouachita,1580920629
LOUISIANA,Metropolitan,Plaquemines,2021066101
LOUISIANA,Metropolitan,Pointe Coupee,1443191041
LOUISIANA,Metropolitan,Rapides,3419675966
LOUISIANA,Metropolitan,St. Bernard,977751815
LOUISIANA,Metropolitan,St. Charles,719354044
LOUISIANA,Metropolitan,St. Helena,1057772583
LOUISIANA,Metropolitan,St. John the Baptist,555086121
LOUISIANA,Metropolitan,St. Martin,1909381808
LOUISIANA,Metropolitan,St. Tammany,2191719306
LOUISIANA,Metropolitan,Terrebonne,3185236754
LOUISIANA,Metropolitan,West Baton Rouge,498293887
LOUISIANA,Metropolitan,West Feliciana,1044589938
LOUISIANA,Nonmetropolitan,Acadia,1696880710
LOUISIANA,Nonmetropolitan,Allen,1973083810
LOUISIANA,Nonmetropolitan,Assumption,877029986
LOUISIANA,Nonmetropolitan,Avoyelles,2154960192
LOUISIANA,Nonmetropolitan,Bienville,2101207368
LOUISIANA,Nonmetropolitan,Caldwell,1371231229
LOUISIANA,Nonmetropolitan,Concordia,1805172278
LOUISIANA,Nonmetropolitan,East Carroll,1089628528
LOUISIANA,Nonmetropolitan,Evangeline,1715558149
LOUISIANA,Nonmetropolitan,Iberia,1486894802
